1,0
2,40
3,136
4,263
5,355
6,380
7,402
8,452
9,474
10,496
11,518
12,540
13,550
14,606
15,644
16,708
17,767
18,830
19,882
20,940
21,997
22,1039
23,1099
24,1161
25,1223
26,1286
27,1349
28,1412
29,1534
30,1631
31,1685
32,1736
33,1787
34,1840
35,1903
36,1957
37,2016
38,2070
39,2122
40,2127
41,2243
42,2346
43,2469
44,2585
45,2715
46,2755
47,2872
48,2991
49,3102
50,3214
51,3335
52,3464
53,3593
54,3711
55,3834
56,3964
57,3971
58,3977
59,4096
60,4131
61,4227
62,4343
63,4472
64,4545
65,4647
66,4747
67,4790
68,4911
69,5039
70,5162
71,5285
72,5406
73,5479
74,5581
75,5679
76,5724
77,5731
78,5853
79,5979
80,6103
81,6229
82,6357
83,6411
84,6417
